-philia	['-philie']
the bill, please	['bitte', 'die Rechnung']
workspace	['Arbeitsfläche', 'Arbeitsbereich']
mighty	['mächtig', 'gewaltig']
Heilsgeschichte	['Heilsgeschichte']
cryptoporticus	['Kryptoportikus']
Srebrenica	['Srebrenica']
chemical formula	['chemische Formel']
disambiguate	['disambiguieren', 'eindeutig machen', 'vereindeutigen']
distraught	['völlig verzweifelt', 'aufgelöst', 'verstört', 'außer sich']
antigen	['Antigen']
moped	['Kleinkraftrad', 'Moped', 'Mofa']
vowel	['Selbstlaut', 'Vokallaut', 'Vokal']
trumeau	['Trumeau']
fearful	['furchtbar', 'ängstlich', 'furchtsam']
parasol	['Sonnenschirm']
13th	['13.']
hubristic	['überheblich', 'anmaßend', 'großtuerisch']
indium arsenide	['Indiumarsenid']
indiscreet	['unbesonnen', 'unüberlegt', 'unbedachtsam']
bring to bear	['richten', 'aufbringen', 'ausüben']
seminoma	['Seminom']
modicum	['bisschen']
Hilbert space	['Hilbert-Raum', 'Hilbertraum']
hemp milk	['Hanfmilch']
warehouseman	['Lagerhalter', 'Lagerverwalter', 'Lagerist']
public telephone	['Münztelefon', 'öffentliches Telefon', 'Münzfernsprecher']
slaglessness	['Schlackenlosigkeit']
do-goodism	['Gutmenschentum']
Black Maria	['grüne Minna']
nuclease	['Nuklease']
foresight	['Voraussicht', 'Hellsichtigkeit']
grammar	['Grammatik', 'Sprachkunst', 'Sprachlehre', 'Grammatiktheorie']
small intestine	['Dünndarm']
recitation	['Rezitation']
archivist	['Archivar']
portfolio	['Mappe', 'Portefeuille']
aliquot	['Aliquote']
backbencher	['Hinterbänklerin', 'Hinterbänkler']
Derek	['Dietrich', 'Dirk']
headrest	['Kopfstütze mit Backen', 'Kopflehne', 'Kopfstütze des Dentalstuhls', 'Kopfstütze', 'Kopfauflage']
Republic of Lithuania	['Republik Litauen']
unhurt	['unverletzt']
reverse osmosis	['Umkehrosmose']
encoding	['Kodierung']
preemptive strike	['Praeventivschlag']
babouche	['Babusche']
belie	['hinwegtäuschen über']
iatric	['iatrisch']
adze	['Queraxt', 'Dechsel']
live	['direkt', 'wohnen', 'überleben', 'lebend', 'leben', 'scharf', 'live', 'Live-']
Darwinism	['Darwinismus']
branch	['Branche', 'Abzweigung', 'Ästelung', 'Zweig', 'Filiale', 'verzweigen', 'Ast', 'springen', 'Zweigung', 'Zweigstelle', 'abzweigen']
moot point	['fragliche Sache', 'nur von theoretischem Interesse', 'offene Frage', 'überflüssiges Argument', 'rein akademische Frage', 'Streitpunkt']
Bharat	['']
pedestal	['Basis', 'Stand', 'Gestell', 'Stützbock', 'Trägergerüst', 'Piedestal', 'Sockel', 'Podest', 'Untergestell', 'Standfuß', 'Bock', 'Auflagebock', 'Postament', 'Ständer', 'Auflager']
Tasmania	['Tasmanien']
sanguinolent	['blutbesudelt', 'blutbeschmiert', 'bluttriefend', 'blutig', 'blutbefleckt']
Cookie Monster	['Krümelmonster']
Jun.	['Jun.']
paddling pool	['Planschbecken']
mythologist	['Mythologin', 'Mythologe']
fuck	['', 'Scheißkerl', 'Schiete!', 'poppen', 'vögeln', 'pimpern', 'Arschloch', 'verarschen', 'Scheißdreck!', 'Scheiße!', 'bumsen', 'stoßen', 'einlochen', 'Nummer', 'Mist!', 'bescheißen', 'verscheißern', 'Wichser', 'knallen', 'pudern', 'Fickpartner', 'Fick', 'Geficke', 'Gevögel', 'rammeln', 'eindringen', 'stechen', 'Bums', 'ficken', 'Fickpartnerin', 'nageln', 'einführen', 'Ritt', 'Kacke!', 'penetrieren', 'Ficker']
inkling	['Ahnung']
decimal fraction	['Dezimalbruch', 'Zehnerbruch']
expletive	['', 'Füllwort', 'Expletiv', 'Expletivum']
subsidy	['Unterstützung', 'Subsidium', 'Subvention']
mince words	['sich kein Blatt vor den Mund nehmen']
obscurantism	['Obskurantismus']
Abelian	['Abelit', 'Abelianerin', 'Abelitin', 'Abelianer']
quarter rest	['Viertelpause']
Martinican	['von Martinique']
accommodate	['in Übereinstimmung bringen', 'beherbergen', 'unterbringen', 'machen', 'endigen', 'einrichten', 'anpassen', 'einquartieren']
waveguide	['Wellenleiter']
quickness	['', 'Schnelligkeit']
landscaper	['Landschaftsgärtner', 'Landschaftsgärtnerin']
swing door	['Pendeltür', 'Schwingtür']
beatnik	['Beatnik']
Basel-Stadt	['Basel-Stadt']
acrostic	['Akrostichon']
duma	['Duma']
HTML	['HTML']
printable	['druckbar', 'ausdruckbar']
notoriety	['Notorität', 'Allbekanntheit', 'schlechter Ruf', 'traurige Berühmtheit']
scholarship	['Gelehrsamkeit', 'Stipendium']
chocolate bar	['']
nope	['nee', 'nö']
Achilles	['Achilleus']
demise	['Verschwinden', 'Untergang']
due to	['wegen', 'aufgrund']
ramp	['Rampe', 'Auffahrt', 'Gangway']
dragon boat	['Drachenboot']
pataca	['Pataca', 'Macao-Pataca']
resourcefulness	['Findigkeit', 'Genialität', 'Einfallsreichtum']
rhombencephalon	['']
hoarfrost	['Raureif']
nuclear fusion	['Kernfusion']
blighter	['Taugenichts', 'Nichtsnutz', 'Tunichtgut']
Baphomet	['Baphomet']
oleum	['Oleum', 'rauchende Schwefelsäure']
chinchilla	['Chinchilla']
malkin	['']
Iron Age	['Eisenzeit']
Vespers	['Vesper']
hair dye	['Haarfärbemittel', 'Haarfarbstoff']
Catania	['Catania']
taxable	['steuerpflichtig']
ginkgo	['Frauenhaarbaum', 'Mädchenhaarbaum', 'Ginkobaum', 'Ginko', 'Ginkjo', 'Ginkgobaum', 'Ginkgo']
colorful	['farbenprächtig', 'farbenfroh', 'kunterbunt', 'farbig', 'bunt']
nitrous acid	['salpetrige Säure']
New Brunswick	['Neubraunschweig', 'Neues Braunschweig']
detaboo	['enttabuisieren']
kinesia	['']
deepthroat	['Deepthroating']
kettle	['Kochtopf', '', 'Kessel']
apple turnover	['Apfeltasche']
roll call	['Appell']
front page	['Titelseite', 'Titelblatt']
heraldist	['Wappenkünstler', 'Heraldiker']
Sotho	['Süd-Sotho', 'Südliches Sotho', 'Sesotho']
oil field	['Ölfeld']
noun	['Gegenstandswort', 'Hauptnennwort', '', 'Selbstwort', 'Nennwort', 'Dingwort', 'Substantivum', 'Hauptwort', 'Nomen', 'Substantiv', 'Namenwort']
sushi	['Sushi']
tragicomedy	['Tragikomödie']
bovine spongiform encephalopathy	['Rinderwahnsinn', 'Bovine Spongiforme Enzephalopathie']
ice wine	['Eiswein']
trade unionist	['']
shortwave	['kurzwellig']
convention	['Abkommen', 'Kongress', 'Sitte', 'Vereinbarung', 'Brauch', 'Versammlung', 'Konvention']
decuplet	['Zehnling']
Pyongyang	['Pjöngjang']
maze	['Irrgarten']
self-deception	['Selbstbetrug']
furnished	['möbliert']
magnetize	['magnetisieren']
rowing boat	['']
lattice window	['Sprossenfenster', 'Gitterfenster', 'Bleiglasfenster']
exoticism	['Exotik']
meningeal	['Hirnhaut-']
manly	['männlich']
convulsion	['Konvulsion']
center	['Mitte', 'Mittelpunkt', 'Stürmer', 'zenterieren', 'Zenterspieler', 'zentrieren', 'Zentrum', 'Drehpunkt', 'ausmitteln', 'sammeln', 'ansammeln', 'konzenterieren', 'konzentrieren']
medium-speed	['mittelschnell']
moderate	['moderieren', 'moderat']
lick clean	['auslecken']
undine	['Undine']
delusion of grandeur	['Größenwahn', 'Megalomanie']
militant	['militant']
daybreak	['Tagesanbruch']
invitation	['Einladen', 'Einladung']
you've got to crack a few eggs to make an omelette	['wo gehobelt wird', 'fallen Späne']
cow parsley	['Wiesenkerbel']
heteronormative	['heteronormativ']
delete	['', 'löschen', 'streichen']
Mauritius	['Mauritius']
Platonic	['platonisch']
shop	['Laden', '', 'Geschäft', 'einkaufen', 'Werkstatt']
ascension	['Aufsteigen', 'Aufstieg']
Krung Thep	['']
tour guide	['Reiseführer', 'Reiseleiter', 'Reiseleiterin', 'Fremdenführerin', 'Fremdenführer']
pull the plug	['', 'den Stecker ziehen', 'den Garaus machen']
ding-a-ling	['', 'Hohlkopf', 'Klingling', 'Bekloppter', 'Bekloppte', 'Klingeling', 'Tatütata']
compilation	['Übersetzen', 'Zusammenstellung', 'Compilierung', 'Kompilierung', 'Sammlung', 'Sammelwerk']
matte	['matt']
tip one's hand	['sich verraten']
defensive programming	['defensives Programmieren']
Piraeus	['Piräus']
miasma	['Miasma']
germanophilia	['Deutschfreundlichkeit', 'Deutschlandfreundlichkeit', 'Germanophilie']
pyramidologist	['Pyramidologe']
outgassing	['Ausgasen']
straw man	['Strohpuppe', 'Strohmann']
adopt	['übernehmen', 'adoptieren', 'annehmen']
humility	['Bescheidenheit', 'Demut']
heptathlete	['Siebenkämpferin', 'Siebenkämpfer']
tantalizing	['verführerisch', 'reizend', 'verlockend', 'aufreizend', 'quälend', 'spannend']
brownish	['bräunlich']
gorilla	['Gorilla']
windflower	['']
bite	['Stich', 'Bissen', 'beißen', 'Biss']
Olza	['Olsa']
fish sauce	['Fischsauce']
turbulent	['turbulent']
firefly	['Leuchtkäfer', 'Glühwürmchen']
counterclaim	['Widerklage']
Adriatic	['']
Shintoism	['']
Canute	['Knut']
Salerno	['Salerno']
Norwegian	['norwegisch', 'norwegischsprechend', 'Norwegerin', 'Norwegisch', 'norwegischsprachig', 'Norweger', 'norwegischsprachlich']
ultimatum	['Ultimatum']
cubic centimetre	['Kubikzentimeter']
word	['', 'Ehrenwort', 'Wort']
Appius	['Appius']
zookeeper	['Tierpfleger', 'Tierpflegerin']
drat	['menno']
quadrillion	['Billiarde', 'Quadrillion']
moola	['Penunze']
Soviet	['', 'Sowjet-', 'sowjetisch']
enact	['ausführen', 'spielen']
life is not all beer and skittles	['das Leben ist nicht nur eitel Sonnenschein']
duality	['Dualität']
spaghetti western	['Italowestern', 'Italo-Western', 'Eurowestern', 'Euro-Western', 'Spaghettiwestern', 'Spaghetti-Western']
lactoprotein	['Milcheiweiß']
diabetology	['Diabetologie']
maker	['Macher', 'Hersteller', 'Fabrikant']
naïveté	['Naivität']
parameter	['Parameter']
dive bomber	['Stuka', 'Sturzbomber', 'Sturzkampfbomber', 'Sturzkampfflugzeug']
match fixing	['Spielmanipulationen', 'Match-Fixing']
morose	['verdrießlich', 'mißmutig']
bus stop	['Bushaltestelle']
gladiolus	['Gladiole']
total	['ganz', 'Gesamtbetrag', 'Gesamtsumme', 'aufaddieren', 'zusammennehmen', 'gesamt', 'total', 'schrotten', 'Summe', 'zusammenaddieren', 'komplett']
stone paper	['Steinpapier']
vaudeville	['Vaudeville']
stiff	['Zechpreller', 'starr', 'prellen', 'steif', 'Steifer']
Schleswig-Holstein	['Schleswig-Holstein']
antigovernment	['regierungskritisch', 'regierungsfeindlich']
dimension	['Dimension', 'dimensionieren']
finical	['wählerisch', 'pedantisch', 'akribisch', 'anspruchsvoll', 'fein', 'pingelig', 'affektiert', 'zimperlich']
bucket	['Eimer', 'Schaufel', 'ein Eimer voll']
Abyssinian	['abessinisch']
wholesome	['tugendhaft', 'gesund', 'förderlich', 'heilsam', 'rechtschaffen']
curb	['', 'Kandare', 'einschränken', 'Beschränkung', 'Einschränkung', 'Zwang', 'Zügel', 'Beherrschung', 'hemmen', 'wenden', 'Zurückhaltung', 'beherrschen', 'mäßigen', 'bändigen', 'Mäßigung', 'zurückhalten']
party political	['parteipolitisch']
chic	['Chic', 'chic', 'schick']
mountain lion	['Puma']
approach	['Annäherung', 'Ansatz', 'Anflug', 'sich nähern', 'sich annähern']
Betelgeuse	['Beteigeuze']
human resources	['Personal', 'Personalabteilung']
time of arrival	['Ankunftszeit']
sodium nitrate	['Natronsalpeter', 'Salpeter', 'Chilesalpeter', 'Natriumnitrat']
tetramethylammonium hydroxide	['Tetramethylammoniumhydroxid']
coniine	['Coniin']
Carthage	['Karthago']
baptize	['taufen']
take by storm	['im Sturm erobern']
ready	['', 'fertig', 'gar', 'parat', 'bereit']
sea serpent	['Seeschlange']
viviparous blenny	['Aalmutter']
make an exhibition of oneself	['sich blamieren', 'sich zum Narren machen']
conjecture	['Verdacht', 'Hypothese', 'vermuten', 'Mutmaßung', 'mutmaßen', 'Vermutung']
pyramidic	['pyramidisch']
accounts receivable	['Forderungen']
search party	['Suchmannschaft']
Düsseldorf	['Regierungsbezirk Düsseldorf', 'Düsseldorf']
mortify	['töten']
proteomics	['Proteomik']
euthanasia	['Euthanasie', 'Sterbehilfe']
Xizang	['']
rolling stone	['', 'Rumtreiber', 'Herumtreiber']
Italian Republic	['Italienische Republik']
rowlock	['Dolle']
Capeverdean Crioulo	['kapverdisches Kreol']
lights, camera, action	['Licht! Kamera! Action!', 'Action!', 'Licht', 'Kamera']
inosinate	['Inosinat']
lupin	['Lupine']
axle	['Achse', 'Welle']
Upanishad	['Upanischad']
South Georgia and the South Sandwich Islands	['Südgeorgien und die Südlichen Sandwichinseln']
Ragusa	['']
punch	['', 'abstempeln', 'lochen', 'Bowle', 'Lochzange', 'Locher', 'mit der Faust schlagen', 'Lochung', 'Faustschlag', 'Schwung', 'Punsch']
whittle	['wegschnibbeln', 'schnitzen']
husk	['Hülle', 'Getreidespelze', 'Schote', 'Hülse']
great-grandmother	['Urgroßmutter']
effluvium	['Effluvium']
interference	['Interferenz', 'Störung']
ringleader	['Anführer', 'Rädelsführerin', 'Rädelsführer', 'Anführerin']
abbreviature	['']
sixteen	['sechzehn']
Vietnam	['Vietnam']
Slavic studies	['Slawistik']
Sufism	['Sufismus']
xanthine	['Xanthin']
flashlight	['Taschenlampe']
fluid	['fließend', 'Flüssigkeit', 'Fluid', 'flüssig']
storm petrel	['Sturmschwalbe']
Ljubljana	['Ljubljana', 'Laibach']
fishing	['Fischen', 'Fischfang']
Somali	['Somali', 'Somalisch', 'Somalier', 'Somalierin', 'somalisch']
sulfurous acid	['schweflige Säure']
ovary	['Fruchtknoten', 'Eierstock', 'Ovarium', 'Ovar']
bench press	['Bankdrücken']
preterite-present verb	['Präteritopräsentium', 'Präteritopräsens']
veld	['Veld']
horsemanship	['']
Octavian	['Octavian']
Lesbian	['', 'Lesbierin', 'Lesbier', 'lesbisch']
booby	['Tölpel', 'Depp', 'Idiot', 'Titte', 'Narr']
hair-raising	['haarsträubend']
Volscian	['Volskisch', 'Volsker', 'Volskerin', 'volskisch']
anticleric	['']
Second World War	['']
buzzard	['Bussard', 'alter Gauner', 'alte Gaunerin', '']
red dwarf	['Roter Zwerg']
Oregon	['Oregon']
space debris	['Weltraumschrott', 'Weltraummüll']
flamenco	['Flamenco']
wordplay	['Wortspiel']
album	['Album']
perplex	['verwirren']
allegedly	['vermeintlich', 'angeblich']
or so	['oder so']
tweezers	['Pinzette']
fallibilist	['Fallibilist', 'in']
speed skating	['Eisschnelllauf']
toxicologist	['Toxikologin', 'Toxikologe']
powerbank	['Powerbank']
November	['Nebelung', 'November', 'Nordpol']
idle	['Totzeit', 'überflüssig', 'untätig', 'müßig', 'Mußezeit', 'nutzlos', 'ungenutzt']
caron	['']
amaranth	['Amarant']
come to nothing	['im Sande verlaufen', 'zu nichts führen', 'es zu nichts bringen']
epsilon	['Epsilon']
citrate	['Citrat']
banquet	['Festmahl', 'Bankett']
hierodule	['Hierodule']
embellish	['idealisieren', 'schmücken', 'verschönern', 'verbrämen', 'kaschieren', 'ausschmücken', 'schönreden']
duduk	['duduk']
passing	['flüchtig', 'vorübergehend', 'verrinnend']
ballast	['beschottern', 'Schotter', 'Ballast', 'Bettung', 'ballasten']
castration	['Kastrierung', 'Hodenentfernung']
nervous system	['Nervensystem']
cinquefoil	['Fünfpass']
primal scream	['Urschrei']
volleyball	['Volleyball']
impassive	['teilnahmslos', 'gleichmütig', 'unbewegt', 'leidenschaftslos', 'gefühllos']
machine-readable	['maschinenlesbar']
frighten	['beängstigen', 'schrecken', 'erschrecken', 'ängstigen', 'Angst machen']
hominid	['Großaffe', 'Grossaffe', 'Grossäffin', 'Menschenäffin', 'Hominid', 'Großäffin', 'Menschenaffe', 'Hominidin', 'Hominide']
unprepared	['unvorbereitet']
melioration	['Melioration']
Brown	['Braun']
Octans	['Oktant']
leisured	['Muße habend']
vide infra	['siehe unten']
kiss	['Busserl', 'Kuss', 'sich küssen', 'küssen']
crave	['sich sehnen']
sophomore	['Student im zweiten Jahr; Drittsemester; Viertsemester', 'Nachfolger-', 'zweiter']
boarding party	['Enterkommando']
A-sharp	['Ais']
respectful	['respektvoll']
gravitational force	['Gravitationskraft', 'Schwerkraft', 'Erdanziehungskraft']
snub nose	['Stupsnase']
bastard	['', 'Bastard!', 'Bastard', 'Arsch', 'Mistkerl', 'Hurensohn', 'Bankert']
Almaty	['Almaty']
cull	['pflücken', 'keulen']
refund	['Rückerstattung', 'zurückerstatten', 'Erstattung', 'Rückzahlung', 'erstatten']
busk	['']
lash	['', 'Schlag', 'Peitschenhieb']
-logy	['-lehre', '-kunde', '-wissenschaft', '-teiler', '-logie', '-ik']
maintenance	['', 'Instandhaltung', 'Wartung']
stepchild	['Stiefkind']
singularity	['Singularität', 'Eigenheit']
snowstorm	['Schneesturm']
knock down	['', 'umwerfen']
envy	['beneiden', 'Neid']
tell	['sagen', '', 'erzählen']
contextual	['kontextuell']
soul	['', 'Seele']
morning wood	['Morgenlatte', 'Aubade', 'Morgenständer', 'Mopila', 'morgendliche Pisslatte', 'Morgenwasserlatte', 'Morgenständchen']
picometre	['Picometer']
spinner	['Spinner', 'Spinnerin']
handshake	['Handschlag', 'Händeschütteln']
sociolinguistic	['soziolinguistisch']
shaft furnace	['Schachtofen']
Felicity	['Felicitas', 'Felizitas']
surface-to-surface missile	['Boden-Boden-Rakete']
pride comes before a fall	['Hochmut kommt vor dem Fall']
black rhinoceros	['Spitzmaulnashorn']
crabgrass	['Fingerhirse']
monitor	['', 'kontrollieren', 'abhören', 'aufpassen', 'Monitor', 'Tutor', 'überwachen', 'Bildschirm', 'Wächter', 'überprüfen', 'Aufpasser']
Neustria	['Neustrien']
paschal candle	['Osterkerze']
morale	['Moral']
Hunnic	['Hunnisch', 'hunnisch']
androgenic hair	['']
Old Earth Creationism	['Langzeitkreationismus', 'Alte-Erde-Kreationismus']
wild card	['Joker']
sanitary napkin	['Binde', 'Monatsbinde', 'Damenbinde']
landfall	['Landung']
number theory	['Zahlentheorie']
already	['schon', 'bereits']
arsonry	['']
catshark	['Katzenhai']
zubr	['']
henchman	['Handlanger', 'Scherge', 'Spießgeselle', 'Handlangerin', 'Anhänger', 'Gefolgsmann', 'Anhängerin']
guard	['Wächter', 'schützen', 'bewachen', 'Schutz']
song thrush	['Drossel', 'Singdrossel']
antipattern	['Antimuster', 'Anti-Pattern']
folk dance	['Volkstanz']
anthropogenic	['anthropogen']
Flanders	['Flandern']
UAE	['VAE']
hello	['halloho!', 'hallo?', 'servus', 'hallo!', 'grüß Gott', 'hallo', 'guten Tag', 'jemand da?']
acoustical	['akustisch']
mixed-race	['gemischtrassig']
antioxidant	['Antioxidans']
parenteral	['parenteral']
blood relation	['Blutsverwandter', 'Blutsverwandte', 'Blutsfreund', 'Blutsfreundin']
heteroelement	['Heteroelement']
azimuth	['Azimut']
hyphenate	['abteilen']
hendiadys	['Hendiadyoin']
inhumanity	['Unmenschlichkeit']
cross country	['Geländelauf']
STEM	['MINT']
whipping boy	['Prügelknabe']
pit viper	['Grubenottern']
chromium-plate	['']
package	['packen', 'Paket', 'einpacken', 'Packung', 'Pack']
Abun	['Abun', 'Abuna', 'Abune']
sanicle	['Sanikel']
holomorphic	['holomorph']
thumbtack	['Reißnagel', 'Reißzwecke']
blend	['Kontamination', 'mischen', 'lexikalische Kontamination', 'vermischen', 'mixen', 'Mischung']
Bosniak	['Bosniak']
look like	['ähneln', 'aussehen', 'scheinen']
Rhone	['Rhone', 'Rhône']
hat	['Mütze', 'Hut']
gunsmith	['Waffenschmied']
Tonga	['Tonga']
moa	['Moa']
yeah	['jo', 'joa;  ja']
Norse	['Microscopique', 'altnordisch']
homeopathic	['homöopathisch']
archdiocese	['Erzbistum', 'Erzdiözese']
mill	['mahlen', 'Werk   Papiermühle', 'Mühle', 'Fabrik', 'Papiermühle', 'Werk']
hick	['', 'Hinterwäldler', 'Landei']
shrubbery	['Gesträuch', 'Strauchwerk']
cacophonous	['kakophon', 'kakophonisch']
filter paper	['Filterpapier']
supplant	['ersetzen', 'verdrängen', 'ausstechen']
mild	['mild']
appropriateness	['Angemessenheit']
serviette	['']
Anchorage	['Anchorage']
mailman	['Briefträger', 'Postmann', 'Zusteller', 'Postbote', 'Briefzusteller']
points	['Weiche']
filtering	['']
belfry	['Glockenstube']
rose chafer	['Goldkäfer', 'Goldglänzender Rosenkäfer', 'Gemeiner Rosenkäfer', 'Rosenkäfer']
anxietude	['']
when the cat's away	['ist die Katze aus dem Haus']
ague	['', 'Schüttelfrost']
Monophysite	['Monophysit', 'Monophysitin']
Beta Lyrae	['β Lyrae', 'Beta Lyrae', 'Sheliak']
AP	['AP']
commonality	['Gemeinsamkeit']
guerrilla	['Partisanin', 'Guerilla', 'Partisan']
